1,0,-1.403508772,0.473684211
1,0,-5.403508772,0.473684211
1,0,-2.403508772,-0.526315789
1,0,-0.403508772,0.473684211
1,0,3.596491228,0.473684211
1,0,5.596491228,-0.526315789
1,0,1.596491228,0.473684211
1,0,-2.403508772,0.473684211
1,0,5.596491228,0.473684211
1,0,-2.403508772,-0.526315789
1,0,3.596491228,-0.526315789
1,0,2.596491228,0.473684211
1,0,-5.403508772,0.473684211
1,0,-3.403508772,-0.526315789
1,0,-1.403508772,-0.526315789
1,0,-6.403508772,0.473684211
1,0,0.596491228,-0.526315789
1,0,2.596491228,0.473684211
1,0,-4.403508772,0.473684211
1,0,-6.403508772,-0.526315789
1,0,-6.403508772,-0.526315789
1,0,3.596491228,0.473684211
1,0,-3.403508772,0.473684211
1,0,-3.403508772,0.473684211
1,0,-6.403508772,-0.526315789
1,0,-5.403508772,-0.526315789
1,0,-6.403508772,0.473684211
1,0,-6.403508772,0.473684211
1,0,-0.403508772,0.473684211
1,0,-7.403508772,0.473684211
1,0,-1.403508772,-0.526315789
1,0,-5.403508772,0.473684211
1,0,-4.403508772,-0.526315789
1,0,-5.403508772,0.473684211
1,0,-4.403508772,-0.526315789
1,0,-6.403508772,0.473684211
1,0,-3.403508772,0.473684211
1,0,-5.403508772,0.473684211
1,0,-3.403508772,0.473684211
1,0,-1.403508772,0.473684211
1,0,-7.403508772,-0.526315789
1,0,-0.403508772,0.473684211
1,0,-0.403508772,-0.526315789
1,0,-5.403508772,0.473684211
1,0,-2.403508772,0.473684211
1,0,9.596491228,-0.526315789
1,0,3.596491228,-0.526315789
1,0,-7.403508772,-0.526315789
1,0,-0.403508772,0.473684211
1,0,-2.403508772,0.473684211
1,0,-1.403508772,0.473684211
1,0,-7.403508772,-0.526315789
1,0,-0.403508772,0.473684211
1,0,-6.403508772,-0.526315789
1,0,-3.403508772,0.473684211
1,0,-6.403508772,-0.526315789
0,1,4.596491228,-0.526315789
0,1,0.596491228,0.473684211
0,1,0.596491228,-0.526315789
0,1,-6.403508772,0.473684211
0,1,2.596491228,-0.526315789
0,1,3.596491228,0.473684211
0,1,4.596491228,0.473684211
0,1,-3.403508772,-0.526315789
0,1,-0.403508772,-0.526315789
0,1,4.596491228,-0.526315789
0,1,5.596491228,0.473684211
0,1,-0.403508772,0.473684211
0,1,-3.403508772,-0.526315789
0,1,0.596491228,-0.526315789
0,1,1.596491228,-0.526315789
0,1,0.596491228,0.473684211
0,1,1.596491228,-0.526315789
0,1,1.596491228,-0.526315789
0,1,6.596491228,0.473684211
0,1,-0.403508772,-0.526315789
0,1,4.596491228,-0.526315789
0,1,6.596491228,0.473684211
0,1,4.596491228,-0.526315789
0,1,-2.403508772,-0.526315789
0,1,-3.403508772,-0.526315789
0,1,6.596491228,-0.526315789
0,1,3.596491228,-0.526315789
0,1,9.596491228,0.473684211
0,1,4.596491228,0.473684211
0,1,-0.403508772,0.473684211
0,1,2.596491228,0.473684211
0,1,2.596491228,0.473684211
0,1,6.596491228,-0.526315789
0,1,5.596491228,0.473684211
0,1,-0.403508772,-0.526315789
0,1,-1.403508772,-0.526315789
0,1,8.596491228,0.473684211
0,1,0.596491228,-0.526315789
0,1,2.596491228,0.473684211
0,1,2.596491228,-0.526315789
0,1,-4.403508772,0.473684211
0,1,3.596491228,0.473684211
0,1,10.59649123,0.473684211
0,1,-1.403508772,-0.526315789
0,1,1.596491228,-0.526315789
0,1,1.596491228,-0.526315789
0,1,0.596491228,-0.526315789
0,1,8.596491228,-0.526315789
0,1,-0.403508772,-0.526315789
0,1,10.59649123,0.473684211
0,1,9.596491228,0.473684211
0,1,2.596491228,0.473684211
0,1,5.596491228,-0.526315789
0,1,1.596491228,-0.526315789
0,1,-5.403508772,-0.526315789
0,1,2.596491228,0.473684211
0,1,4.596491228,0.473684211
0,1,-3.403508772,0.473684211
